user_id,image_id,clothing_type,image_hash,timestamp,upper_clothing_covering_navel,neckline,outer_clothing_cardigan,primary_color_name,secondary_color_name,sleeve_length,Fabric_Type,Pattern_Type,warmth_index,breathability_score,weather_tags
7ac244c6-9e21-421c-870a-5b5db93c43c1,image_6.jpeg,top,bfc2b40b7c05d293,2025-05-04 23:52:04,yes,lapel,yes cardigan,milk chocolate,dark,long-sleeve,Furry,Pure Color,0.6,0.9,"cloudy, rainy,snowy"
7ac244c6-9e21-421c-870a-5b5db93c43c1,image_7.jpeg,top,b6c7a70904adab8b,2025-05-04 23:53:09,yes,round,no cardigan,Coral,brownish orange,short-sleeve,Cotton,Pure Color,0.4,1.0,sunny
7ac244c6-9e21-421c-870a-5b5db93c43c1,image_9.png,top,b8c3b34bb54506b3,2025-05-05 00:15:22,yes,round,no cardigan,Coral,sand brown,short-sleeve,Cotton,Floral,0.4,1.0,snowy
7ac244c6-9e21-421c-870a-5b5db93c43c1,imagw_10.png,top,b7d325c22ccc33c6,2025-05-05 00:23:32,yes,round,no cardigan,light grey,very light brown,long-sleeve,Cotton,Floral,0.6,0.8,rainy
7ac244c6-9e21-421c-870a-5b5db93c43c1,image_11.png,top,bfd2b5025e2d6494,2025-05-05 00:25:12,yes,round,no cardigan,almost black,dark,long-sleeve,Cotton,Graphic,0.6,0.8,rainy
7ac244c6-9e21-421c-870a-5b5db93c43c1,image_12.png,top,bfc3b5c24e2e6490,2025-05-05 00:26:13,yes,lapel,no cardigan,rusty red,dark,short-sleeve,Cotton,Graphic,0.4,1.1,"sunny, snowy"
7ac244c6-9e21-421c-870a-5b5db93c43c1,image_13.png,top,b7d325ca3cc432c6,2025-05-05 10:29:33,yes,lapel,no cardigan,light grey,pinkish grey,short-sleeve,Cotton,Floral,0.4,1.1,sunny
7ac244c6-9e21-421c-870a-5b5db93c43c1,image_14.png,top,bbc325ca2e2cd236,2025-05-05 10:34:08,yes,lapel,no cardigan,cool grey,purplish brown,short-sleeve,Chiffon,Floral,0.4,1.1,"sunny, snowy"
7ac244c6-9e21-421c-870a-5b5db93c43c1,image_15.png,top,b7c335ca0eccd232,2025-05-05 10:36:58,yes,lapel,no cardigan,silver,purplish brown,long-sleeve,Chiffon,Floral,0.6,0.9,rainy
7ac244c6-9e21-421c-870a-5b5db93c43c1,image_16.png,top,bdc3b4c36e0f6032,2025-05-05 10:45:23,yes,lapel,no cardigan,medium grey,purplish brown,short-sleeve,Cotton,Pure Color,0.4,1.1,"sunny, snowy"
7ac244c6-9e21-421c-870a-5b5db93c43c1,image_17.png,top,bfc3e18a6e8870d2,2025-05-05 10:47:28,yes,lapel,no cardigan,slate green,charcoal grey,short-sleeve,Cotton,Pure Color,0.4,1.1,"sunny, snowy"
7ac244c6-9e21-421c-870a-5b5db93c43c1,image_18.png,top,bfc361ce2e8d7082,2025-05-05 10:56:55,yes,V-shape,no cardigan,grey/blue,almost black,short-sleeve,Cotton,Pure Color,0.4,1.2,"sunny, snowy"
7ac244c6-9e21-421c-870a-5b5db93c43c1,ChatGPT_Image_May_5_2025_10_57_31_AM.png,top,bfc3e18e6e8ce082,2025-05-05 10:58:33,yes,V-shape,no cardigan,camo green,dark grey,short-sleeve,Cotton,Pure Color,0.4,1.2,"sunny, snowy"
7ac244c6-9e21-421c-870a-5b5db93c43c1,image_20.png,top,bfd3e08a6e8d6083,2025-05-05 11:00:10,yes,V-shape,no cardigan,dark,purplish brown,short-sleeve,Cotton,Striped,0.4,1.2,"sunny, snowy"
7ac244c6-9e21-421c-870a-5b5db93c43c1,image_21.png,top,b7f364ca2ccd3086,2025-05-05 11:02:21,yes,V-shape,no cardigan,Chocolate,brownish orange,short-sleeve,Cotton,Striped,0.4,1.2,"sunny, snowy"
7ac244c6-9e21-421c-870a-5b5db93c43c1,image_22.png,top,bfd3910a6e2d6093,2025-05-05 11:03:43,yes,round,no cardigan,charcoal,dark,long-sleeve,Cotton,Lattice,0.6,0.8,rainy
7ac244c6-9e21-421c-870a-5b5db93c43c1,image_23.png,top,bbd3950a6e2d6093,2025-05-05 11:06:09,yes,round,no cardigan,charcoal,dark,long-sleeve,Cotton,Lattice,0.6,0.8,rainy
7ac244c6-9e21-421c-870a-5b5db93c43c1,image_25.png,top,bbd325ca2e8d7092,2025-05-05 11:09:01,yes,round,no cardigan,bluey grey,almost black,short-sleeve,Knitted,Pure Color,0.4,1.0,snowy
7ac244c6-9e21-421c-870a-5b5db93c43c1,ChatGPT_Image_May_5_2025_11_10_03_AM.png,top,bfd3b1c26e296490,2025-05-05 11:11:03,yes,lapel,no cardigan,slate,dark,long-sleeve,Denim,Pure Color,0.6,0.9,rainy
7ac244c6-9e21-421c-870a-5b5db93c43c1,image_26.png,top,bdc395d24f2b6490,2025-05-05 11:12:18,yes,lapel,no cardigan,dark,almost black,short-sleeve,Denim,Pure Color,0.4,1.1,"sunny, snowy"
f6a1e2b8-2953-4be4-953e-11abe26525aa,top5.jpg,top,b4c79c3327cc9961,2026-02-01 01:07:53,yes,round,yes cardigan,dark grey,silver,sleeveless,--Select--,--Select--,0.3,1.1,"sunny, cloudy"
f6a1e2b8-2953-4be4-953e-11abe26525aa,top2.jpg,top,b1cccf929939cc32,2026-02-01 18:30:08,yes,standing,yes cardigan,Indigo,pinkish tan,long-sleeve,Cotton,Pure Color,0.6,0.7,"cloudy, rainy"
f6a1e2b8-2953-4be4-953e-11abe26525aa,top8.jpg,top,e4ce32cd38c59867,2026-02-01 18:32:21,yes,round,no cardigan,very light pink,dark,short-sleeve,Cotton,Pure Color,0.4,1.0,snowy
