Image_ID,sleeve_length,neckline,outer_clothing_cardigan,upper_clothing_covering_navel,Fabric_Type,Pattern_Type,warmth_score,breathability_score
MEN-Jackets_Vests-id_00005097-05_4_full.jpg,long-sleeve,round,yes cardigan,yes,cotton,pure color,1.1,0.8
MEN-Jackets_Vests-id_00005528-06_4_full.jpg,long-sleeve,lapel,yes cardigan,yes,knitted,pure color,1.1,0.8999999999999999
MEN-Jackets_Vests-id_00005528-09_1_front.jpg,long-sleeve,lapel,yes cardigan,yes,knitted,pure color,1.1,0.8999999999999999
MEN-Jackets_Vests-id_00006299-02_4_full.jpg,long-sleeve,lapel,yes cardigan,yes,cotton,graphic,1.1,0.8999999999999999
MEN-Jackets_Vests-id_00006912-06_4_full.jpg,long-sleeve,round,yes cardigan,yes,cotton,pure color,1.1,0.8
MEN-Jackets_Vests-id_00006912-08_7_additional.jpg,long-sleeve,round,yes cardigan,yes,cotton,pure color,1.1,0.8
MEN-Jackets_Vests-id_00006912-09_4_full.jpg,long-sleeve,round,yes cardigan,yes,cotton,pure color,1.1,0.8
MEN-Jackets_Vests-id_00007564-01_4_full.jpg,long-sleeve,round,no cardigan,yes,cotton,pure color,0.8,0.8
MEN-Jackets_Vests-id_00007583-01_4_full.jpg,long-sleeve,round,no cardigan,yes,cotton,pure color,0.8,0.8
MEN-Jackets_Vests-id_00007583-02_4_full.jpg,long-sleeve,lapel,yes cardigan,yes,cotton,lattice,1.1,0.8999999999999999
MEN-Pants-id_00000114-01_1_front.jpg,short-sleeve,lapel,no cardigan,yes,cotton,pure color,0.6,1.1
MEN-Pants-id_00000114-03_1_front.jpg,short-sleeve,lapel,no cardigan,yes,cotton,pure color,0.6,1.1
MEN-Pants-id_00000114-07_1_front.jpg,short-sleeve,lapel,no cardigan,yes,cotton,pure color,0.6,1.1
MEN-Pants-id_00000114-08_1_front.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Pants-id_00000143-02_4_full.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00000256-03_4_full.jpg,long-sleeve,round,yes cardigan,yes,cotton,pure color,1.1,0.8
MEN-Pants-id_00000273-01_1_front.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00000290-04_7_additional.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Pants-id_00000290-05_7_additional.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Pants-id_00000290-06_7_additional.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Pants-id_00000470-03_7_additional.jpg,long-sleeve,round,no cardigan,yes,cotton,pure color,0.8,0.8
MEN-Pants-id_00000482-01_7_additional.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Pants-id_00000785-01_7_additional.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00000836-02_4_full.jpg,long-sleeve,round,yes cardigan,yes,cotton,striped,1.1,0.8
MEN-Pants-id_00000836-03_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Pants-id_00000836-04_4_full.jpg,long-sleeve,round,no cardigan,yes,cotton,pure color,0.8,0.8
MEN-Pants-id_00000844-01_1_front.jpg,short-sleeve,V-shape,no cardigan,yes,cotton,pure color,0.6,1.2
MEN-Pants-id_00001092-02_2_side.jpg,sleeveless,round,no cardigan,yes,cotton,pure color,0.5,1.1
MEN-Pants-id_00001098-02_4_full.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00001104-01_7_additional.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00001207-07_4_full.jpg,long-sleeve,round,yes cardigan,yes,cotton,pure color,1.1,0.8
MEN-Pants-id_00001351-01_7_additional.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00001375-01_1_front.jpg,sleeveless,round,no cardigan,yes,cotton,color block,0.5,1.1
MEN-Pants-id_00001560-01_1_front.jpg,short-sleeve,round,no cardigan,yes,cotton,color block,0.6,1.0
MEN-Pants-id_00001591-01_7_additional.jpg,sleeveless,round,no cardigan,yes,cotton,pure color,0.5,1.1
MEN-Pants-id_00001611-01_7_additional.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00001675-01_7_additional.jpg,sleeveless,round,no cardigan,yes,cotton,pure color,0.5,1.1
MEN-Pants-id_00001763-01_1_front.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00001814-02_7_additional.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00002006-06_7_additional.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Pants-id_00002006-07_7_additional.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Pants-id_00002006-08_7_additional.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Pants-id_00002055-01_7_additional.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00002295-01_4_full.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00002493-03_7_additional.jpg,long-sleeve,round,no cardigan,yes,cotton,pure color,0.8,0.8
MEN-Pants-id_00002494-01_4_full.jpg,long-sleeve,round,yes cardigan,yes,cotton,pure color,1.1,0.8
MEN-Pants-id_00002898-04_7_additional.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00002898-10_7_additional.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00003290-01_7_additional.jpg,long-sleeve,round,no cardigan,yes,cotton,graphic,0.8,0.8
MEN-Pants-id_00003461-01_7_additional.jpg,short-sleeve,round,no cardigan,yes,cotton,graphic,0.6,1.0
MEN-Pants-id_00003462-01_7_additional.jpg,long-sleeve,round,no cardigan,yes,cotton,graphic,0.8,0.8
MEN-Pants-id_00003519-01_1_front.jpg,short-sleeve,round,no cardigan,yes,cotton,color block,0.6,1.0
MEN-Pants-id_00003594-05_7_additional.jpg,sleeveless,round,no cardigan,yes,cotton,pure color,0.5,1.1
MEN-Pants-id_00003594-07_7_additional.jpg,long-sleeve,round,no cardigan,yes,cotton,pure color,0.8,0.8
MEN-Pants-id_00003612-02_7_additional.jpg,long-sleeve,lapel,no cardigan,yes,cotton,color block,0.8,0.8999999999999999
MEN-Pants-id_00003612-03_1_front.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00003612-13_7_additional.jpg,short-sleeve,V-shape,no cardigan,yes,cotton,striped,0.6,1.2
MEN-Pants-id_00003612-14_1_front.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00003872-04_7_additional.jpg,long-sleeve,round,yes cardigan,yes,cotton,pure color,1.1,0.8
MEN-Pants-id_00004045-04_7_additional.jpg,long-sleeve,round,no cardigan,yes,cotton,pure color,0.8,0.8
MEN-Pants-id_00004789-06_7_additional.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00005132-01_7_additional.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00005213-06_1_front.jpg,long-sleeve,round,no cardigan,yes,cotton,pure color,0.8,0.8
MEN-Pants-id_00005249-01_7_additional.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00005256-01_7_additional.jpg,long-sleeve,round,no cardigan,yes,cotton,pure color,0.8,0.8
MEN-Pants-id_00005313-01_7_additional.jpg,long-sleeve,round,no cardigan,yes,cotton,graphic,0.8,0.8
MEN-Pants-id_00005468-05_7_additional.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00005468-06_7_additional.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00005679-02_4_full.jpg,sleeveless,round,no cardigan,yes,cotton,pure color,0.5,1.1
MEN-Pants-id_00005690-02_4_full.jpg,short-sleeve,round,no cardigan,yes,cotton,graphic,0.6,1.0
MEN-Pants-id_00006039-01_7_additional.jpg,medium-sleeve,lapel,no cardigan,yes,cotton,pure color,0.699999999999999,1.0
MEN-Pants-id_00006039-02_7_additional.jpg,long-sleeve,round,yes cardigan,yes,cotton,pure color,1.1,0.8
MEN-Pants-id_00006187-01_3_back.jpg,short-sleeve,round,no cardigan,yes,cotton,graphic,0.6,1.0
MEN-Pants-id_00006351-01_1_front.jpg,long-sleeve,round,no cardigan,yes,cotton,pure color,0.8,0.8
MEN-Pants-id_00006469-01_7_additional.jpg,short-sleeve,round,no cardigan,yes,cotton,graphic,0.6,1.0
MEN-Pants-id_00006535-01_1_front.jpg,long-sleeve,round,no cardigan,yes,cotton,pure color,0.8,0.8
MEN-Pants-id_00006535-05_1_front.jpg,long-sleeve,round,no cardigan,yes,cotton,pure color,0.8,0.8
MEN-Pants-id_00006535-09_1_front.jpg,long-sleeve,round,no cardigan,yes,cotton,pure color,0.8,0.8
MEN-Pants-id_00006617-02_7_additional.jpg,long-sleeve,lapel,no cardigan,yes,cotton,lattice,0.8,0.8999999999999999
MEN-Pants-id_00006688-09_7_additional.jpg,long-sleeve,round,yes cardigan,yes,cotton,pure color,1.1,0.8
MEN-Pants-id_00006693-01_7_additional.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00006804-01_7_additional.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00006826-01_7_additional.jpg,long-sleeve,round,no cardigan,yes,cotton,pure color,0.8,0.8
MEN-Pants-id_00006826-02_7_additional.jpg,long-sleeve,round,yes cardigan,yes,cotton,pure color,1.1,0.8
MEN-Pants-id_00006830-05_7_additional.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00006856-02_7_additional.jpg,long-sleeve,round,yes cardigan,yes,cotton,pure color,1.1,0.8
MEN-Pants-id_00007146-05_1_front.jpg,sleeveless,round,no cardigan,yes,cotton,pure color,0.5,1.1
MEN-Pants-id_00007146-08_1_front.jpg,short-sleeve,round,yes cardigan,yes,cotton,pure color,0.8999999999999999,1.0
MEN-Pants-id_00007233-03_1_front.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Pants-id_00007323-02_1_front.jpg,long-sleeve,round,no cardigan,yes,cotton,pure color,0.8,0.8
MEN-Pants-id_00007323-04_1_front.jpg,long-sleeve,round,no cardigan,yes,cotton,pure color,0.8,0.8
MEN-Pants-id_00007441-01_4_full.jpg,long-sleeve,round,no cardigan,yes,cotton,graphic,0.8,0.8
MEN-Shirts_Polos-id_00000193-05_7_additional.jpg,long-sleeve,lapel,no cardigan,yes,cotton,color block,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00000193-06_7_additional.jpg,long-sleeve,lapel,no cardigan,yes,cotton,color block,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00000193-07_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,color block,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00000193-08_7_additional.jpg,long-sleeve,lapel,no cardigan,yes,cotton,color block,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00000204-01_7_additional.jpg,long-sleeve,lapel,no cardigan,yes,cotton,striped,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00000226-04_7_additional.jpg,short-sleeve,lapel,no cardigan,yes,cotton,color block,0.6,1.1
MEN-Shirts_Polos-id_00001055-02_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,graphic,0.6,1.1
MEN-Shirts_Polos-id_00001184-03_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,graphic,0.6,1.1
MEN-Shirts_Polos-id_00001540-02_7_additional.jpg,short-sleeve,lapel,no cardigan,yes,cotton,pure color,0.6,1.1
MEN-Shirts_Polos-id_00001866-05_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,pure color,0.6,1.1
MEN-Shirts_Polos-id_00001866-07_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,pure color,0.6,1.1
MEN-Shirts_Polos-id_00001948-02_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,graphic,0.6,1.1
MEN-Shirts_Polos-id_00001985-01_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,pure color,0.6,1.1
MEN-Shirts_Polos-id_00002035-01_7_additional.jpg,long-sleeve,round,yes cardigan,yes,cotton,pure color,1.1,0.8
MEN-Shirts_Polos-id_00002461-02_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,graphic,0.6,1.1
MEN-Shirts_Polos-id_00002541-01_1_front.jpg,long-sleeve,lapel,no cardigan,yes,cotton,graphic,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00002541-02_1_front.jpg,long-sleeve,lapel,no cardigan,yes,cotton,graphic,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00002808-01_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,graphic,0.6,1.1
MEN-Shirts_Polos-id_00003009-01_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00003009-05_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00003009-06_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00003009-08_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00003009-09_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00003131-01_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,pure color,0.6,1.1
MEN-Shirts_Polos-id_00003489-12_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00003489-13_7_additional.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00003706-01_1_front.jpg,long-sleeve,lapel,no cardigan,yes,cotton,lattice,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00003725-03_1_front.jpg,short-sleeve,lapel,no cardigan,yes,cotton,graphic,0.6,1.1
MEN-Shirts_Polos-id_00003860-01_4_full.jpg,long-sleeve,lapel,yes cardigan,yes,cotton,graphic,1.1,0.8999999999999999
MEN-Shirts_Polos-id_00004293-01_7_additional.jpg,short-sleeve,lapel,no cardigan,yes,cotton,graphic,0.6,1.1
MEN-Shirts_Polos-id_00004348-03_7_additional.jpg,short-sleeve,lapel,no cardigan,yes,cotton,lattice,0.6,1.1
MEN-Shirts_Polos-id_00004531-02_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,graphic,0.6,1.1
MEN-Shirts_Polos-id_00004713-01_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,graphic,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00004713-02_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,graphic,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00004917-03_4_full.jpg,long-sleeve,lapel,no cardigan,yes,denim,pure color,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00004958-02_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,color block,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00005092-04_7_additional.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00005092-05_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,lattice,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00005475-01_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,graphic,0.6,1.1
MEN-Shirts_Polos-id_00005548-04_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,pure color,0.6,1.1
MEN-Shirts_Polos-id_00005548-05_7_additional.jpg,short-sleeve,lapel,no cardigan,yes,cotton,pure color,0.6,1.1
MEN-Shirts_Polos-id_00005548-06_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,pure color,0.6,1.1
MEN-Shirts_Polos-id_00005557-03_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00005557-04_7_additional.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00005557-05_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00005557-06_1_front.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00005697-01_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,striped,0.6,1.1
MEN-Shirts_Polos-id_00005833-01_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00005833-02_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00005940-01_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,lattice,0.8,0.8999999999999999
MEN-Shirts_Polos-id_00005986-07_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,pure color,0.6,1.1
MEN-Shirts_Polos-id_00006432-01_4_full.jpg,medium-sleeve,lapel,no cardigan,yes,denim,other,0.699999999999999,1.0
MEN-Shirts_Polos-id_00006790-04_1_front.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
MEN-Shorts-id_00000337-07_7_additional.jpg,short-sleeve,lapel,no cardigan,yes,cotton,pure color,0.6,1.1
MEN-Shorts-id_00000337-08_7_additional.jpg,short-sleeve,lapel,no cardigan,yes,cotton,pure color,0.6,1.1
MEN-Shorts-id_00000337-10_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,pure color,0.6,1.1
MEN-Shorts-id_00000337-11_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,pure color,0.6,1.1
MEN-Shorts-id_00000597-02_4_full.jpg,long-sleeve,round,yes cardigan,yes,cotton,pure color,1.1,0.8
MEN-Shorts-id_00000697-04_1_front.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Shorts-id_00000697-05_1_front.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Shorts-id_00000847-05_1_front.jpg,short-sleeve,V-shape,no cardigan,yes,cotton,pure color,0.6,1.2
MEN-Shorts-id_00000847-06_1_front.jpg,short-sleeve,lapel,no cardigan,yes,denim,pure color,0.6,1.1
MEN-Shorts-id_00000847-07_1_front.jpg,short-sleeve,lapel,no cardigan,yes,denim,pure color,0.6,1.1
MEN-Shorts-id_00000855-01_7_additional.jpg,sleeveless,round,no cardigan,yes,cotton,color block,0.5,1.1
MEN-Shorts-id_00000931-02_7_additional.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Shorts-id_00001012-01_7_additional.jpg,short-sleeve,round,no cardigan,yes,cotton,color block,0.6,1.0
MEN-Shorts-id_00001109-01_1_front.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Shorts-id_00001246-01_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,pure color,0.6,1.1
MEN-Shorts-id_00001361-01_7_additional.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
MEN-Shorts-id_00001365-01_7_additional.jpg,short-sleeve,lapel,no cardigan,yes,cotton,graphic,0.6,1.1
MEN-Shorts-id_00001457-01_7_additional.jpg,sleeveless,round,no cardigan,yes,cotton,pure color,0.5,1.1
MEN-Shorts-id_00001549-04_7_additional.jpg,sleeveless,round,no cardigan,yes,cotton,pure color,0.5,1.1
MEN-Shorts-id_00001636-01_4_full.jpg,sleeveless,round,no cardigan,yes,cotton,graphic,0.5,1.1
MEN-Shorts-id_00001922-01_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,pure color,0.6,1.1
